data_inversa;dia_semana;br;km;causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;mortos;ilesos;feridos
2010-10-24;Domingo;174;11.0;Ingestão de álcool;Colisão traseira;anoitecer;chuva;0;5;0
2011-10-29;Sábado;174;89.8;Falta de atenção;Saída de Pista;pleno dia;sol;0;4;1
2011-10-29;Sábado;174;2.7;Ultrapassagem indevida;Colisão frontal;pleno dia;ceu claro;0;1;5
2011-01-11;Terça;174;10.7;Velocidade incompatível;Colisão Transversal;pleno dia;chuva;0;2;0
2011-02-11;Quarta;174;67.7;Outras;Colisão frontal;pleno dia;nublado;0;5;0
2011-03-11;Quinta;174;14.8;Outras;Saída de Pista;pleno dia;chuva;0;1;0
2011-04-11;Sexta;174;22.0;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;2;2
2011-05-11;Sábado;174;30.2;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;0;7
2011-11-20;Domingo;319;0.8;Não guardar distância de segurança;Colisão lateral;plena noite;ceu claro;0;5;0
2011-11-26;Sábado;174;30.4;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;8;0
2011-11-28;Segunda;319;47.4;Outras;Saída de Pista;pleno dia;ignorado;0;0;0
2011-02-12;Sexta;174;1.9;Não guardar distância de segurança;Colisão traseira;pleno dia;chuva;0;2;0
2011-02-12;Sexta;319;1.0;Falta de atenção;Colisão com objeto fixo;pleno dia;ceu claro;0;3;0
2011-11-12;Domingo;174;7.8;Outras;Atropelamento de pessoa;plena noite;ceu claro;1;1;5
2011-12-15;Quinta;174;41.8;Falta de atenção;Capotamento;pleno dia;ceu claro;0;1;2
2011-12-16;Sexta;319;0.0;Não guardar distância de segurança;Colisão com objeto fixo;amanhecer;ceu claro;0;2;0
2011-12-21;Quarta;174;40.0;Falta de atenção;Colisão Transversal;anoitecer;ceu claro;0;3;1
2011-12-25;Domingo;174;18.6;Falta de atenção;Saída de Pista;pleno dia;chuva;0;2;0
2011-12-19;Segunda;174;22.0;Ultrapassagem indevida;Tombamento;pleno dia;sol;0;0;1
2011-01-01;Sábado;319;0.8;Outras;Colisão Transversal;plena noite;nublado;0;4;0
2011-02-01;Domingo;174;29.5;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;7;0
2011-02-01;Domingo;174;1.9;Não guardar distância de segurança;Colisão traseira;pleno dia;chuva;0;2;0
2011-05-01;Quarta;174;44.2;Outras;Capotamento;pleno dia;chuva;0;2;3
2011-07-01;Sexta;319;27.0;Defeito mecânico em veículo;Colisão com objeto móvel;pleno dia;ceu claro;0;2;0
2011-05-01;Quarta;174;57.0;Outras;Colisão com objeto fixo;plena noite;chuva;0;0;1
2011-09-01;Domingo;174;60.0;Velocidade incompatível;Colisão traseira;pleno dia;ceu claro;0;2;0
2011-09-01;Domingo;174;87.0;Dormindo;Saída de Pista;amanhecer;nublado;0;0;0
2011-08-01;Sábado;174;23.7;Dormindo;Saída de Pista;pleno dia;ceu claro;0;2;0
2011-01-15;Sábado;174;51.7;Velocidade incompatível;Colisão traseira;pleno dia;chuva;0;7;3
2011-12-01;Quarta;174;1.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;4;0
2011-01-28;Sexta;174;65.0;Não guardar distância de segurança;Colisão traseira;pleno dia;nublado;0;10;0
2011-01-29;Sábado;174;70.8;Falta de atenção;Saída de Pista;pleno dia;chuva;0;4;0
2011-01-29;Sábado;174;57.0;Ultrapassagem indevida;Saída de Pista;plena noite;nublado;0;4;0
2011-01-30;Domingo;174;20.2;Velocidade incompatível;Queda de motocicleta / bicicleta / veículo;plena noite;chuva;0;0;2
2011-01-23;Domingo;174;21.0;Ultrapassagem indevida;Colisão frontal;pleno dia;ceu claro;1;0;5
2011-04-02;Sexta;174;25.0;Não guardar distância de segurança;Saída de Pista;pleno dia;chuva;0;1;0
2011-05-02;Sábado;174;48.0;Defeito mecânico em veículo;Saída de Pista;pleno dia;ignorado;0;1;0
2011-05-02;Sábado;174;68.0;Falta de atenção;Saída de Pista;plena noite;ceu claro;0;1;0
2011-08-02;Terça;174;9.2;Falta de atenção;Saída de Pista;pleno dia;chuva;0;1;0
2011-05-02;Sábado;174;30.4;Velocidade incompatível;Atropelamento de pessoa;pleno dia;ceu claro;0;2;1
2011-02-15;Terça;174;80.3;Defeito mecânico em veículo;Colisão com objeto fixo;plena noite;ceu claro;0;3;0
2011-08-02;Terça;174;8.0;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;0;0
2011-02-17;Quinta;174;60.0;Falta de atenção;Saída de Pista;anoitecer;ceu claro;0;3;0
2011-02-18;Sexta;174;9.4;Outras;Saída de Pista;anoitecer;nublado;0;3;0
2011-02-26;Sábado;319;0.0;Falta de atenção;Colisão com objeto fixo;pleno dia;ceu claro;0;1;0
2011-03-03;Quinta;174;83.0;Defeito na via;Colisão traseira;pleno dia;chuva;0;4;0
2011-03-03;Quinta;174;12.0;Ultrapassagem indevida;Colisão frontal;amanhecer;chuva;0;1;0
2011-02-28;Segunda;174;1.0;Ingestão de álcool;Colisão lateral;plena noite;chuva;0;1;1
2011-05-03;Sábado;174;80.0;Defeito mecânico em veículo;Saída de Pista;pleno dia;nublado;0;1;0
2011-11-03;Sexta;174;1.0;Velocidade incompatível;Colisão traseira;plena noite;ceu claro;0;4;0
2011-03-16;Quarta;174;55.3;Falta de atenção;Atropelamento de pessoa;pleno dia;ceu claro;0;2;1
2011-03-18;Sexta;174;56.0;Outras;Incêndio;pleno dia;sol;0;0;0
2011-03-25;Sexta;174;7.0;Velocidade incompatível;Saída de Pista;pleno dia;chuva;1;0;0
2011-03-26;Sábado;174;21.0;Falta de atenção;Colisão traseira;pleno dia;sol;0;8;0
2011-03-27;Domingo;174;17.1;Falta de atenção;Colisão Transversal;pleno dia;nublado;0;1;5
2011-03-26;Sábado;319;0.8;Defeito mecânico em veículo;Colisão com objeto fixo;pleno dia;nublado;0;4;0
2011-03-04;Domingo;174;1.9;Não guardar distância de segurança;Colisão traseira;pleno dia;nublado;0;3;0
2011-03-04;Domingo;174;29.1;Defeito mecânico em veículo;Incêndio;pleno dia;nublado;0;3;0
2011-09-04;Sábado;174;10.8;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;2;0
2011-12-04;Terça;174;9.3;Outras;Saída de Pista;pleno dia;chuva;0;1;0
2011-08-04;Sexta;174;1.0;Desobediência à sinalização;Colisão com objeto fixo;plena noite;ceu claro;0;0;1
2011-05-02;Sábado;174;59.5;Defeito na via;Colisão lateral;plena noite;ceu claro;0;4;0
2011-04-23;Sábado;174;6.8;Velocidade incompatível;Saída de Pista;plena noite;ceu claro;0;3;0
2011-04-18;Segunda;174;2.1;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;0;1
2011-04-22;Sexta;174;56.5;Ultrapassagem indevida;Colisão traseira;pleno dia;chuva;0;9;1
2011-04-29;Sexta;174;80.6;Falta de atenção;Saída de Pista;amanhecer;ceu claro;0;0;1
2011-01-05;Domingo;174;34.5;Velocidade incompatível;Colisão com objeto fixo;plena noite;nublado;0;2;0
2011-04-30;Sábado;174;65.5;Outras;Saída de Pista;plena noite;nevoeiro/neblina;0;2;0
2011-06-05;Sexta;174;35.8;Falta de atenção;Colisão traseira;pleno dia;nublado;0;5;0
2011-09-05;Segunda;174;45.8;Falta de atenção;Saída de Pista;plena noite;ceu claro;0;2;0
2011-12-05;Quinta;174;4.0;Dormindo;Atropelamento de pessoa;pleno dia;nublado;0;0;2
2011-05-14;Sábado;174;48.1;Ingestão de álcool;Saída de Pista;amanhecer;nublado;0;1;0
2011-05-21;Sábado;174;83.0;Ingestão de álcool;Colisão traseira;plena noite;ignorado;0;3;3
2011-05-27;Sexta;174;30.1;Falta de atenção;Colisão com objeto fixo;pleno dia;nublado;0;2;0
2011-05-28;Sábado;174;43.1;Ingestão de álcool;Colisão traseira;plena noite;ceu claro;0;4;0
2011-05-29;Domingo;174;44.9;Não guardar distância de segurança;Colisão traseira;pleno dia;chuva;0;2;0
2011-05-28;Sábado;174;91.1;Outras;Saída de Pista;plena noite;ceu claro;0;1;2
2011-05-29;Domingo;174;16.0;Dormindo;Saída de Pista;plena noite;ceu claro;0;1;0
2011-04-06;Sábado;174;81.4;Outras;Saída de Pista;pleno dia;sol;0;2;0
2011-05-06;Domingo;174;3.9;Ingestão de álcool;Queda de motocicleta / bicicleta / veículo;pleno dia;ceu claro;0;0;2
2011-05-29;Domingo;174;19.2;Ingestão de álcool;Saída de Pista;pleno dia;ceu claro;0;1;0
2011-06-06;Segunda;319;0.3;Falta de atenção;Atropelamento de pessoa;pleno dia;ceu claro;0;1;1
2011-08-06;Quarta;174;65.5;Velocidade incompatível;Saída de Pista;amanhecer;ceu claro;0;0;1
2011-08-06;Quarta;174;80.0;Falta de atenção;Saída de Pista;plena noite;ceu claro;0;1;0
2011-11-06;Sábado;174;79.3;Animais na Pista;Atropelamento de animal;plena noite;ceu claro;0;2;1
2011-10-06;Sexta;319;0.8;Falta de atenção;Colisão lateral;plena noite;ceu claro;0;2;0
2011-06-14;Terça;174;100.6;Defeito mecânico em veículo;Saída de Pista;pleno dia;ceu claro;0;0;1
2011-05-20;Sexta;319;13.0;Outras;Atropelamento de pessoa;pleno dia;ceu claro;0;1;2
2011-06-19;Domingo;174;25.9;Falta de atenção;Saída de Pista;pleno dia;ceu claro;0;0;2
2011-06-19;Domingo;174;14.1;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;0;3
2011-06-21;Terça;174;32.0;Defeito mecânico em veículo;Incêndio;plena noite;ceu claro;0;1;0
2011-06-19;Domingo;174;14.1;Defeito mecânico em veículo;Colisão traseira;pleno dia;chuva;0;3;2
2011-06-21;Terça;319;25.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;3;0
2011-06-22;Quarta;174;61.0;Falta de atenção;Colisão traseira;plena noite;ceu claro;0;3;1
2011-06-23;Quinta;174;43.0;Velocidade incompatível;Saída de Pista;plena noite;ceu claro;0;1;0
2011-06-22;Quarta;174;40.4;Outras;Colisão Transversal;pleno dia;ceu claro;0;1;4
2011-06-24;Sexta;174;6.0;Não guardar distância de segurança;Colisão traseira;pleno dia;sol;0;0;3
2011-06-25;Sábado;174;27.2;Outras;Saída de Pista;pleno dia;chuva;0;2;1
2011-06-26;Domingo;174;83.0;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;2;0
2011-06-27;Segunda;174;25.9;Velocidade incompatível;Colisão com objeto fixo;pleno dia;chuva;0;2;1
2011-01-07;Sexta;174;3.3;Falta de atenção;Colisão Transversal;anoitecer;ceu claro;0;2;2
2011-01-07;Sexta;174;34.5;Outras;Colisão com objeto fixo;plena noite;ceu claro;0;3;2
2011-02-07;Sábado;174;3.0;Velocidade incompatível;Colisão Transversal;pleno dia;nublado;0;0;6
2011-07-07;Quinta;174;34.8;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;0;1
2011-07-07;Quinta;174;56.3;Velocidade incompatível;Colisão traseira;pleno dia;chuva;0;8;7
2011-06-17;Sexta;174;12.0;Outras;Saída de Pista;amanhecer;chuva;0;0;0
2011-12-07;Terça;174;83.0;Velocidade incompatível;Colisão traseira;pleno dia;sol;0;3;0
2011-07-13;Quarta;174;7.8;Desobediência à sinalização;Colisão traseira;pleno dia;chuva;0;1;2
2011-07-13;Quarta;174;21.2;Falta de atenção;Atropelamento de pessoa;pleno dia;chuva;1;1;0
2011-07-17;Domingo;174;77.0;Outras;Saída de Pista;pleno dia;ceu claro;0;2;0
2011-07-17;Domingo;174;11.7;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;12;0
2011-07-18;Segunda;174;36.4;Outras;Queda de motocicleta / bicicleta / veículo;amanhecer;nevoeiro/neblina;0;0;1
2011-07-22;Sexta;319;1.0;Não guardar distância de segurança;Colisão com objeto fixo;pleno dia;ceu claro;0;2;0
2011-07-25;Segunda;174;59.2;Não guardar distância de segurança;Colisão lateral;amanhecer;ceu claro;0;2;2
2011-07-25;Segunda;174;22.0;Falta de atenção;Colisão frontal;pleno dia;nublado;0;1;4
2011-07-31;Domingo;174;6.7;Falta de atenção;Colisão traseira;plena noite;ceu claro;0;1;0
2011-07-31;Domingo;174;5.5;Outras;Colisão frontal;pleno dia;ceu claro;0;3;4
2011-07-31;Domingo;174;27.3;Ultrapassagem indevida;Colisão traseira;pleno dia;ceu claro;1;0;8
2011-07-08;Domingo;174;1.0;Não guardar distância de segurança;Colisão traseira;anoitecer;ceu claro;0;0;0
2011-09-08;Terça;174;46.6;Velocidade incompatível;Capotamento;pleno dia;ceu claro;0;2;0
2011-10-08;Quarta;174;46.6;Dormindo;Saída de Pista;plena noite;ceu claro;0;1;0
2011-07-08;Domingo;174;16.8;Ingestão de álcool;Saída de Pista;plena noite;ceu claro;1;1;3
2011-07-08;Domingo;174;21.0;Falta de atenção;Saída de Pista;pleno dia;ceu claro;0;0;3
2011-08-13;Sábado;174;45.6;Ingestão de álcool;Saída de Pista;plena noite;ceu claro;0;2;0
2011-08-14;Domingo;174;0.2;Não guardar distância de segurança;Colisão traseira;pleno dia;chuva;0;3;0
2011-08-14;Domingo;174;21.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;4;0
2011-08-15;Segunda;174;41.6;Outras;Colisão com objeto fixo;plena noite;ceu claro;1;3;0
2011-08-14;Domingo;174;21.0;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;9;0
2011-12-08;Sexta;174;57.4;Outras;Saída de Pista;pleno dia;ceu claro;0;2;0
2011-08-21;Domingo;174;66.9;Ingestão de álcool;Saída de Pista;plena noite;ceu claro;1;0;0
2011-08-21;Domingo;174;1.9;Falta de atenção;Colisão traseira;anoitecer;ceu claro;0;5;2
2011-08-24;Quarta;174;14.4;Outras;Saída de Pista;pleno dia;chuva;0;1;0
2011-08-31;Quarta;174;1.9;Outras;Colisão traseira;pleno dia;ceu claro;0;1;1
2011-02-09;Sexta;174;4.0;Falta de atenção;Atropelamento de pessoa;pleno dia;ceu claro;1;45;0
2011-08-31;Quarta;174;1.0;Falta de atenção;Colisão frontal;plena noite;ceu claro;2;1;0
2011-04-09;Domingo;174;57.9;Outras;Saída de Pista;plena noite;ignorado;0;0;0
2011-05-09;Segunda;174;10.5;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;2;0
2011-07-09;Quarta;174;30.7;Desobediência à sinalização;Colisão Transversal;pleno dia;ceu claro;0;3;0
2011-07-09;Quarta;174;49.7;Não guardar distância de segurança;Colisão traseira;anoitecer;chuva;0;6;0
2011-05-09;Segunda;174;5.4;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;9;0
2011-05-09;Segunda;174;14.4;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;2;0
2011-06-09;Terça;174;2.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;1;1
2011-07-09;Quarta;174;0.5;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;6;0
2011-07-09;Quarta;174;1.5;Não guardar distância de segurança;Colisão traseira;anoitecer;ceu claro;0;3;0
2011-10-09;Sábado;319;1.0;Defeito mecânico em veículo;Saída de Pista;pleno dia;ceu claro;0;0;0
2011-09-14;Quarta;174;45.5;Outras;Saída de Pista;pleno dia;chuva;0;1;0
2011-07-09;Quarta;174;18.9;Desobediência à sinalização;Colisão traseira;pleno dia;chuva;0;7;6
2011-09-13;Terça;174;4.0;Falta de atenção;Colisão Transversal;pleno dia;sol;0;2;1
2011-09-18;Domingo;174;70.4;Velocidade incompatível;Colisão lateral;pleno dia;chuva;0;1;2
2011-09-18;Domingo;174;70.8;Velocidade incompatível;Colisão traseira;anoitecer;chuva;0;0;2
2011-09-18;Domingo;174;34.6;Falta de atenção;Saída de Pista;pleno dia;nublado;0;0;4
2011-08-21;Domingo;174;1.5;Falta de atenção;Colisão traseira;anoitecer;ignorado;0;1;0
2011-09-23;Sexta;174;86.2;Dormindo;Saída de Pista;plena noite;ceu claro;0;0;1
2011-09-24;Sábado;174;21.0;Falta de atenção;Colisão lateral;pleno dia;sol;0;0;1
2011-09-24;Sábado;174;35.0;Ingestão de álcool;Saída de Pista;pleno dia;ceu claro;0;0;0
2011-09-24;Sábado;174;1.0;Defeito mecânico em veículo;Incêndio;amanhecer;ceu claro;0;1;0
2011-09-25;Domingo;174;4.0;Ingestão de álcool;Colisão traseira;pleno dia;sol;0;2;1
2011-01-10;Sábado;174;17.0;Velocidade incompatível;Colisão traseira;pleno dia;ceu claro;0;1;2
2011-02-10;Domingo;174;7.0;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;7;2
2011-09-24;Sábado;174;71.6;Animais na Pista;Atropelamento de animal;plena noite;nevoeiro/neblina;0;3;0
2011-06-10;Quinta;174;63.5;Animais na Pista;Atropelamento de animal;plena noite;nevoeiro/neblina;0;1;0
2011-11-10;Terça;174;20.4;Outras;Colisão frontal;pleno dia;ceu claro;0;2;4
2011-10-16;Domingo;174;55.0;Outras;Saída de Pista;pleno dia;chuva;0;4;0
2011-10-16;Domingo;174;43.0;Velocidade incompatível;Capotamento;anoitecer;ceu claro;0;1;1
2011-10-23;Domingo;174;5.5;Outras;Colisão Transversal;pleno dia;ceu claro;0;5;0
2011-10-24;Segunda;174;1.7;Ultrapassagem indevida;Colisão traseira;pleno dia;ceu claro;0;3;0
2011-10-24;Segunda;174;5.0;Ultrapassagem indevida;Colisão Transversal;pleno dia;ceu claro;0;3;1
2011-10-25;Terça;174;2.0;Falta de atenção;Colisão Transversal;amanhecer;ignorado;0;4;0
2012-01-01;Domingo;174;23.9;Animais na Pista;Atropelamento de animal;plena noite;ceu claro;0;1;1
2012-01-03;Terça;174;62.1;Dormindo;Saída de Pista;anoitecer;nublado;0;1;0
2012-01-11;Quarta;319;0.8;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;2;0
2012-01-07;Sábado;174;166.6;Dormindo;Saída de Pista;pleno dia;nublado;1;0;4
2012-01-16;Segunda;174;9.3;Falta de atenção;Saída de Pista;pleno dia;chuva;0;3;0
2012-01-17;Terça;174;8.0;Velocidade incompatível;Atropelamento de pessoa;pleno dia;ceu claro;1;0;0
2012-01-15;Domingo;174;96.7;Velocidade incompatível;Saída de Pista;amanhecer;chuva;0;0;0
2012-01-29;Domingo;174;4.0;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;9;0
2012-01-29;Domingo;174;8.0;Ingestão de álcool;Atropelamento de pessoa;pleno dia;ceu claro;0;1;5
2012-02-02;Quinta;174;14.1;Ingestão de álcool;Colisão Transversal;pleno dia;chuva;0;2;0
2012-02-04;Sábado;174;4.4;Velocidade incompatível;Saída de Pista;pleno dia;ceu claro;0;2;0
2012-02-05;Domingo;174;3.5;Ingestão de álcool;Colisão traseira;pleno dia;nublado;0;5;0
2012-02-05;Domingo;174;79.0;Outras;Saída de Pista;pleno dia;nublado;0;4;0
2012-02-09;Quinta;174;9.1;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;0;1
2012-02-15;Quarta;174;65.4;Falta de atenção;Saída de Pista;pleno dia;ceu claro;0;0;2
2012-02-19;Domingo;174;24.3;Outras;Colisão lateral;amanhecer;chuva;0;2;0
2012-02-21;Terça;174;30.0;Não guardar distância de segurança;Colisão traseira;pleno dia;nublado;0;14;0
2012-03-02;Sexta;174;20.1;Desobediência à sinalização;Colisão lateral;pleno dia;ceu claro;0;4;0
2012-03-03;Sábado;174;34.0;Falta de atenção;Atropelamento de pessoa;pleno dia;ceu claro;0;0;1
2012-03-04;Domingo;174;58.3;Ultrapassagem indevida;Saída de Pista;anoitecer;ceu claro;0;2;0
2012-03-07;Quarta;174;2.0;Não guardar distância de segurança;Colisão traseira;pleno dia;chuva;0;1;0
2012-03-04;Domingo;174;22.0;Animais na Pista;Atropelamento de animal;plena noite;nublado;0;3;1
2012-03-16;Sexta;174;37.0;Outras;Colisão frontal;plena noite;nevoeiro/neblina;0;0;4
2012-03-22;Quinta;174;13.8;Outras;Saída de Pista;pleno dia;nublado;0;1;0
2012-03-24;Sábado;319;1.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;2;0
2012-03-25;Domingo;319;1.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;2;0
2012-03-23;Sexta;174;46.3;Defeito mecânico em veículo;Colisão com objeto fixo;pleno dia;nublado;0;1;0
2012-03-23;Sexta;174;26.0;Falta de atenção;Saída de Pista;pleno dia;nublado;0;0;2
2012-04-06;Sexta;174;75.6;Outras;Capotamento;pleno dia;ceu claro;0;1;3
2012-04-08;Domingo;174;14.3;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;4;0
2012-03-06;Terça;174;6.9;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;4;1
2012-04-01;Domingo;174;24.0;Falta de atenção;Saída de Pista;pleno dia;nublado;0;0;0
2012-04-17;Terça;319;0.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;2;0
2012-04-21;Sábado;174;3.0;Desobediência à sinalização;Colisão Transversal;plena noite;ceu claro;0;0;2
2012-04-29;Domingo;174;7.0;Falta de atenção;Tombamento;anoitecer;chuva;0;1;1
2012-05-04;Sexta;174;42.9;Defeito na via;Saída de Pista;plena noite;chuva;0;2;0
2012-05-07;Segunda;174;19.8;Dormindo;Saída de Pista;plena noite;ceu claro;0;1;1
2012-05-11;Sexta;319;0.7;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;2;0
2012-05-11;Sexta;319;0.7;Falta de atenção;Colisão traseira;pleno dia;sol;0;2;0
2012-05-12;Sábado;174;24.0;Ingestão de álcool;Colisão lateral;pleno dia;ceu claro;0;1;1
2012-05-15;Terça;174;130.7;Defeito mecânico em veículo;Saída de Pista;pleno dia;chuva;0;1;0
2012-05-20;Domingo;174;25.8;Dormindo;Saída de Pista;pleno dia;sol;0;2;0
2012-05-23;Quarta;174;56.0;Falta de atenção;Colisão frontal;pleno dia;ceu claro;0;3;0
2012-05-21;Segunda;319;0.5;Outras;Saída de Pista;pleno dia;ceu claro;0;2;1
2012-05-19;Sábado;174;90.7;Outras;Saída de Pista;pleno dia;nublado;0;1;1
2012-05-31;Quinta;174;18.8;Outras;Saída de Pista;pleno dia;chuva;0;1;3
2012-06-01;Sexta;174;5.1;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;2;0
2012-06-01;Sexta;174;40.5;Falta de atenção;Colisão Transversal;plena noite;ceu claro;0;4;1
2012-06-05;Terça;174;11.4;Falta de atenção;Queda de motocicleta / bicicleta / veículo;anoitecer;ceu claro;0;0;1
2012-06-02;Sábado;174;70.0;Falta de atenção;Tombamento;anoitecer;nublado;0;0;2
2012-04-13;Sexta;174;1.3;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;4;0
2012-06-03;Domingo;174;53.6;Falta de atenção;Saída de Pista;amanhecer;ceu claro;0;1;0
2012-06-10;Domingo;174;11.0;Outras;Colisão traseira;pleno dia;chuva;0;1;1
2012-06-03;Domingo;174;61.0;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;8;1
2012-06-16;Sábado;174;10.8;Falta de atenção;Colisão lateral;plena noite;ceu claro;0;4;0
2012-06-17;Domingo;174;18.9;Falta de atenção;Colisão traseira;pleno dia;chuva;0;8;0
2012-06-17;Domingo;174;18.4;Falta de atenção;Colisão traseira;pleno dia;nublado;0;9;0
2012-06-19;Terça;174;45.2;Falta de atenção;Saída de Pista;pleno dia;nublado;0;1;0
2012-06-25;Segunda;174;88.0;Outras;Saída de Pista;pleno dia;ceu claro;0;0;1
2012-06-25;Segunda;174;91.2;Outras;Colisão lateral;pleno dia;ceu claro;0;2;0
2012-06-17;Domingo;174;18.9;Outras;Saída de Pista;pleno dia;ignorado;0;0;0
2012-06-30;Sábado;174;1.0;Desobediência à sinalização;Colisão Transversal;plena noite;nublado;0;0;3
2012-07-01;Domingo;174;10.7;Desobediência à sinalização;Colisão Transversal;pleno dia;ceu claro;0;5;1
2012-07-14;Sábado;319;1.0;Ingestão de álcool;Colisão com objeto fixo;amanhecer;ceu claro;0;4;1
2012-07-22;Domingo;174;28.0;Falta de atenção;Saída de Pista;pleno dia;ceu claro;0;0;1
2012-07-22;Domingo;174;89.1;Animais na Pista;Saída de Pista;plena noite;nevoeiro/neblina;0;2;0
2012-07-29;Domingo;174;21.2;Outras;Colisão traseira;pleno dia;ceu claro;0;3;1
2012-07-29;Domingo;174;35.0;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;12;0
2012-08-04;Sábado;174;21.3;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;8;0
2012-08-04;Sábado;174;19.2;Falta de atenção;Colisão traseira;pleno dia;ceu claro;0;5;0
2012-08-05;Domingo;174;3.0;Falta de atenção;Tombamento;pleno dia;sol;0;5;1
2012-08-04;Sábado;174;0.8;Falta de atenção;Colisão traseira;plena noite;ceu claro;0;3;0
2012-08-06;Segunda;174;21.0;Velocidade incompatível;Saída de Pista;pleno dia;ceu claro;0;0;0
2012-08-02;Quinta;174;24.0;Velocidade incompatível;Colisão traseira;pleno dia;ceu claro;0;2;0
2012-06-03;Domingo;174;68.0;Falta de atenção;Saída de Pista;pleno dia;ceu claro;0;4;9
2012-09-07;Sexta;174;30.9;Falta de atenção;Colisão traseira;pleno dia;sol;0;7;1
2012-09-07;Sexta;174;65.5;Outras;Saída de Pista;pleno dia;ceu claro;0;1;0
2012-09-09;Domingo;174;0.4;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;5;0
2012-09-06;Quinta;174;83.1;Animais na Pista;Atropelamento de animal;plena noite;nublado;0;1;0
2012-09-07;Sexta;174;3.1;Falta de atenção;Atropelamento de pessoa;anoitecer;ceu claro;0;4;1
2012-09-07;Sexta;174;17.0;Desobediência à sinalização;Colisão Transversal;pleno dia;ceu claro;0;3;3
2012-09-16;Domingo;174;0.1;Outras;Colisão frontal;amanhecer;nublado;0;3;4
2012-09-22;Sábado;174;14.6;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;3;0
2012-09-24;Segunda;174;79.5;Falta de atenção;Saída de Pista;pleno dia;chuva;0;0;1
2012-09-22;Sábado;174;11.7;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;5;0
2012-09-28;Sexta;319;1.0;Defeito mecânico em veículo;Tombamento;pleno dia;nublado;0;1;0
2012-09-29;Sábado;174;4.0;Outras;Colisão com objeto móvel;pleno dia;ceu claro;0;7;0
2012-09-30;Domingo;174;22.2;Falta de atenção;Colisão traseira;pleno dia;sol;0;4;0
2012-10-05;Sexta;174;9.2;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;1;3
2012-10-07;Domingo;174;41.0;Defeito mecânico em veículo;Incêndio;pleno dia;sol;0;3;0
2012-10-07;Domingo;174;106.3;Falta de atenção;Atropelamento de pessoa;pleno dia;ceu claro;0;5;1
2012-10-07;Domingo;174;13.5;Ingestão de álcool;Saída de Pista;plena noite;ceu claro;0;1;0
2012-10-08;Segunda;174;74.2;Dormindo;Saída de Pista;plena noite;nublado;0;0;1
2012-10-05;Sexta;174;63.7;Defeito mecânico em veículo;Saída de Pista;pleno dia;sol;0;1;0
2012-10-10;Quarta;174;16.0;Outras;Incêndio;plena noite;ignorado;0;0;0
2012-10-11;Quinta;174;15.0;Velocidade incompatível;Saída de Pista;pleno dia;chuva;0;1;0
2012-10-12;Sexta;174;28.0;Outras;Capotamento;pleno dia;ceu claro;0;4;0
2012-10-14;Domingo;174;17.0;Falta de atenção;Colisão com objeto fixo;pleno dia;nublado;0;1;2
2012-10-14;Domingo;174;8.0;Falta de atenção;Colisão traseira;plena noite;ceu claro;0;2;0
