data_inversa;dia_semana;br;km;causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;mortos;ilesos;feridos
2015-09-24;Quinta;174;889.0;Falta de atenção;Tombamento;anoitecer;ceu claro;0;0;1
2015-10-03;Sábado;174;950.0;Outras;Capotamento;pleno dia;sol;0;0;4
2015-10-12;Segunda;174;894.0;Não guardar distância de segurança;Saída de Pista;plena noite;ignorado;0;1;5
2015-09-11;Sexta;174;910.0;Dormindo;Colisão traseira;pleno dia;ceu claro;1;3;0
2015-10-25;Domingo;174;953.0;Defeito mecânico em veículo;Tombamento;pleno dia;sol;0;1;0
2015-10-25;Domingo;174;909.0;Ingestão de álcool;Colisão traseira;plena noite;ceu claro;0;1;2
2015-11-01;Domingo;174;953.0;Outras;Saída de Pista;pleno dia;ceu claro;1;1;3
2015-11-07;Sábado;174;935.0;Dormindo;Colisão frontal;pleno dia;ceu claro;0;0;3
2015-11-09;Segunda;174;940.0;Ultrapassagem indevida;Saída de Pista;pleno dia;ceu claro;0;2;0
2015-11-10;Terça;174;884.0;Ultrapassagem indevida;Colisão lateral;pleno dia;sol;0;2;0
2015-11-13;Sexta;174;901.2;Falta de atenção;Colisão lateral;pleno dia;sol;0;2;0
2015-11-22;Domingo;174;918.0;Ultrapassagem indevida;Saída de Pista;anoitecer;ceu claro;0;1;0
2015-12-06;Domingo;174;900.0;Falta de atenção;Colisão Transversal;anoitecer;nublado;0;1;5
2015-12-10;Quinta;174;998.0;Defeito mecânico em veículo;Colisão traseira;anoitecer;ceu claro;0;1;1
2015-12-12;Sábado;174;913.0;Outras;Atropelamento de pessoa;plena noite;ceu claro;1;0;0
2015-12-19;Sábado;174;923.0;Falta de atenção;Saída de Pista;pleno dia;ceu claro;0;0;1
2015-12-21;Segunda;174;968.5;Outras;Saída de Pista;pleno dia;chuva;0;0;1
2015-12-23;Quarta;174;968.9;Defeito na via;Saída de Pista;anoitecer;chuva;0;0;1
2015-12-20;Domingo;174;909.0;Outras;Saída de Pista;amanhecer;nublado;0;2;0
2016-01-13;Quarta;174;921.0;Outras;Saída de Pista;pleno dia;chuva;0;1;0
2016-01-15;Sexta;174;957.0;Dormindo;Colisão frontal;pleno dia;ceu claro;0;1;1
2016-01-16;Sábado;174;945.0;Outras;Danos Eventuais;pleno dia;ceu claro;0;0;1
2016-01-17;Domingo;174;897.0;Defeito na via;Capotamento;pleno dia;sol;0;1;0
2016-01-31;Domingo;174;891.9;Outras;Incêndio;amanhecer;ceu claro;0;1;0
2016-03-02;Quarta;174;927.0;Outras;Saída de Pista;pleno dia;nublado;0;2;0
2016-08-02;Segunda;174;1055.0;Falta de atenção;Saída de Pista;plena noite;ceu claro;0;2;1
2016-12-02;Sexta;174;912.0;Ultrapassagem indevida;Capotamento;pleno dia;ceu claro;0;0;1
2016-02-20;Sábado;174;916.0;Defeito mecânico em veículo;Saída de Pista;anoitecer;ceu claro;0;0;1
2016-04-03;Sexta;174;988.0;Outras;Atropelamento de pessoa;amanhecer;ceu claro;1;0;0
2016-03-25;Sexta;174;933.0;Outras;Colisão com objeto fixo;amanhecer;chuva;0;1;0
2016-03-27;Domingo;174;929.0;Ingestão de álcool;Colisão com objeto fixo;anoitecer;ceu claro;1;0;4
2016-07-04;Quinta;174;891.7;Falta de atenção;Colisão Transversal;pleno dia;sol;0;2;2
2016-07-04;Quinta;174;909.0;Dormindo;Saída de Pista;amanhecer;ceu claro;0;41;4
2016-10-04;Domingo;174;887.0;Ingestão de álcool;Colisão frontal;anoitecer;ceu claro;0;2;0
2016-04-23;Sábado;174;930.0;Dormindo;Saída de Pista;plena noite;nevoeiro/neblina;0;0;1
2016-05-25;Quarta;174;885.0;Falta de atenção;Colisão lateral;pleno dia;ceu claro;0;1;2
2016-05-27;Sexta;174;919.0;Não guardar distância de segurança;Colisão traseira;pleno dia;sol;0;3;0
2016-03-06;Sexta;174;904.0;Outras;Capotamento;pleno dia;chuva;0;0;4
2016-05-06;Domingo;174;884.0;Ultrapassagem indevida;Colisão frontal;pleno dia;ceu claro;0;1;5
2016-06-19;Domingo;174;895.0;Não guardar distância de segurança;Colisão traseira;pleno dia;sol;0;3;0
2016-06-20;Segunda;174;899.0;Ingestão de álcool;Colisão traseira;anoitecer;ceu claro;0;0;4
2016-06-29;Quarta;319;18.0;Defeito na via;Saída de Pista;anoitecer;ceu claro;0;4;0
2016-06-30;Quinta;174;939.0;Defeito mecânico em veículo;Saída de Pista;pleno dia;ceu claro;0;1;0
2016-06-30;Quinta;174;889.0;Falta de atenção;Colisão Transversal;plena noite;ceu claro;0;2;0
2016-07-15;Sexta;174;959.0;Outras;Saída de Pista;plena noite;ceu claro;0;0;2
2016-07-25;Segunda;174;884.0;Desobediência à sinalização;Colisão frontal;plena noite;ceu claro;0;1;0
2016-07-29;Sexta;174;973.0;Outras;Saída de Pista;pleno dia;ceu claro;0;1;0
2016-07-31;Domingo;174;904.9;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;4;1
2016-07-31;Domingo;174;907.6;Falta de atenção;Atropelamento de pessoa;plena noite;chuva;0;0;0
2016-07-31;Domingo;174;887.0;Outras;Atropelamento de pessoa;anoitecer;ceu claro;0;0;1
2016-07-08;Domingo;174;915.0;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;1;0
2016-12-08;Sexta;174;904.9;Outras;Colisão lateral;pleno dia;ceu claro;0;2;1
2016-12-08;Sexta;174;929.0;Defeito mecânico em veículo;Saída de Pista;pleno dia;ceu claro;0;1;0
2016-08-19;Sexta;174;941.1;Falta de atenção;Saída de Pista;plena noite;ceu claro;0;0;1
2016-08-23;Terça;174;926.0;Falta de atenção;Colisão lateral;pleno dia;nublado;0;1;0
2016-08-21;Domingo;174;889.0;Não guardar distância de segurança;Colisão lateral;plena noite;ceu claro;0;1;1
2016-05-08;Sexta;174;959.0;Desobediência à sinalização;Colisão traseira;pleno dia;chuva;0;0;3
2016-08-27;Sábado;174;953.0;Falta de atenção;Saída de Pista;anoitecer;nublado;0;1;2
2016-08-27;Sábado;174;965.0;Outras;Colisão com bicicleta;plena noite;nublado;1;1;0
2016-08-26;Sexta;174;893.0;Falta de atenção;Colisão traseira;amanhecer;ceu claro;0;1;1
2016-08-31;Quarta;174;890.0;Outras;Colisão frontal;pleno dia;ceu claro;1;0;1
2016-05-09;Segunda;174;937.8;Falta de atenção;Saída de Pista;pleno dia;nublado;0;2;2
2016-07-09;Quarta;174;908.0;Falta de atenção;Colisão frontal;pleno dia;ceu claro;0;1;1
2016-09-20;Terça;174;892.0;Outras;Saída de Pista;pleno dia;chuva;0;1;0
2016-09-25;Domingo;174;938.8;Outras;Tombamento;anoitecer;ignorado;0;1;1
2016-09-24;Sábado;174;916.0;Dormindo;Saída de Pista;plena noite;ceu claro;0;0;2
2016-04-10;Terça;174;886.0;Falta de atenção;Colisão Transversal;pleno dia;ceu claro;0;1;2
2016-07-10;Sexta;174;905.0;Desobediência à sinalização;Colisão frontal;amanhecer;ceu claro;0;0;1
2016-10-18;Terça;174;959.0;Dormindo;Saída de Pista;pleno dia;ceu claro;0;0;1
2016-10-23;Domingo;174;990.9;Defeito mecânico em veículo;Colisão com objeto fixo;pleno dia;chuva;0;1;0
2016-10-25;Terça;174;914.0;Falta de atenção;Colisão traseira;anoitecer;chuva;0;3;0
2016-09-11;Quarta;174;962.0;Falta de atenção;Saída de Pista;anoitecer;nublado;0;0;2
2016-11-13;Domingo;174;903.0;Falta de atenção;Atropelamento de pessoa;plena noite;nevoeiro/neblina;1;0;0
2016-12-13;Terça;174;910.0;Animais na Pista;Capotamento;pleno dia;chuva;0;0;2
2016-12-14;Quarta;174;914.0;Outras;Saída de Pista;pleno dia;chuva;0;1;1
2016-12-26;Segunda;174;909.0;Não guardar distância de segurança;Colisão traseira;pleno dia;ceu claro;0;4;0
2016-12-28;Quarta;319;1.0;Outras;Danos Eventuais;plena noite;ceu claro;0;1;0
2017-01-14;sábado;174;904.0;Falta de Atenção à Condução;Saída de leito carroçável;plena noite;nublado;0;1;0
2017-01-18;quarta;174;890.0;Pista Escorregadia;Saída de leito carroçável;pleno dia;ceu claro;0;1;0
2017-01-20;sexta;174;947.0;Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo;Colisão com objeto estático;plena noite;ignorado;0;2;0
2017-01-28;sábado;174;914.0;Sinalização da via insuficiente ou inadequada;Colisão frontal;plena noite;nevoeiro/neblina;0;3;0
2017-02-07;terça;174;949.0;Objeto estático sobre o leito carroçável;Colisão com objeto estático;pleno dia;garoa/chuvisco;0;1;0
2017-02-09;quinta;174;975.0;Ultrapassagem Indevida;Colisão frontal;amanhecer;garoa/chuvisco;0;2;0
2017-03-02;quinta;174;940.3;Carga excessiva e/ou mal acondicionada;Tombamento;pleno dia;sol;0;0;1
2017-03-31;sexta;174;884.0;Falta de Atenção à Condução;Colisão transversal;plena noite;nublado;0;2;6
2017-04-15;sábado;174;898.9;Defeito Mecânico no Veículo;Incêndio;pleno dia;chuva;0;1;0
2017-04-18;terça;174;967.0;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;pleno dia;chuva;0;2;0
2017-04-19;quarta;174;916.0;Defeito Mecânico no Veículo;Saída de leito carroçável;pleno dia;sol;0;3;0
2017-04-20;quinta;174;955.0;Defeito na Via;Saída de leito carroçável;pleno dia;ceu claro;0;2;0
2017-04-22;sábado;174;889.0;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;pleno dia;ceu claro;0;1;0
2017-04-28;sexta;174;891.0;Ingestão de Álcool;Saída de leito carroçável;pleno dia;ceu claro;0;1;0
2017-04-29;sábado;174;904.0;Pista Escorregadia;Saída de leito carroçável;pleno dia;chuva;0;1;1
2017-04-30;domingo;174;953.0;Velocidade Incompatível;Saída de leito carroçável;pleno dia;nublado;0;1;1
2017-04-30;domingo;174;885.0;Não guardar distância de segurança;Colisão frontal;plena noite;ceu claro;0;1;1
2017-05-12;sexta;174;953.7;Velocidade Incompatível;Saída de leito carroçável;pleno dia;ceu claro;0;1;0
2017-05-25;quinta;174;898.0;Ultrapassagem Indevida;Saída de leito carroçável;pleno dia;nublado;0;1;0
2017-05-27;sábado;174;928.0;Avarias e/ou desgaste excessivo no pneu;Colisão traseira;pleno dia;ceu claro;0;2;0
2017-05-29;segunda;319;0.0;Falta de Atenção à Condução;Danos eventuais;pleno dia;ceu claro;0;1;0
2017-06-13;terça;174;894.0;Velocidade Incompatível;Colisão frontal;plena noite;ceu claro;0;1;1
2017-06-15;quinta;174;975.0;Velocidade Incompatível;Colisão transversal;pleno dia;nublado;0;2;0
2017-06-30;sexta;174;959.0;Ultrapassagem Indevida;Danos eventuais;pleno dia;chuva;0;2;0
2017-07-01;sábado;174;932.0;Falta de Atenção à Condução;Saída de leito carroçável;pleno dia;ceu claro;0;1;0
2017-07-06;quinta;174;913.9;Falta de Atenção à Condução;Colisão transversal;pleno dia;sol;0;2;0
2017-07-09;domingo;174;898.0;Defeito Mecânico no Veículo;Incêndio;anoitecer;ignorado;0;1;0
2017-07-24;segunda;174;956.0;Falta de Atenção à Condução;Saída de leito carroçável;pleno dia;ceu claro;0;2;0
2017-07-28;sexta;174;884.0;Falta de Atenção à Condução;Colisão traseira;pleno dia;ceu claro;0;2;0
2017-08-28;segunda;174;907.5;Animais na Pista;Atropelamento de Animal;amanhecer;sol;0;2;0
2017-09-09;sábado;174;925.0;Velocidade Incompatível;Capotamento;pleno dia;ceu claro;0;0;0
2017-09-08;sexta;174;893.0;Ingestão de Álcool;Colisão lateral;plena noite;ceu claro;0;2;0
2017-09-09;sábado;174;958.0;Não guardar distância de segurança;Colisão traseira;plena noite;ceu claro;0;1;1
2017-10-02;segunda;174;983.0;Defeito Mecânico no Veículo;Tombamento;pleno dia;sol;0;1;0
2017-10-07;sábado;174;937.0;Falta de Atenção à Condução;Saída de leito carroçável;pleno dia;nublado;0;1;0
2017-10-07;sábado;174;890.0;Carga excessiva e/ou mal acondicionada;Saída de leito carroçável;plena noite;ceu claro;0;1;0
2017-10-15;domingo;319;0.9;Defeito Mecânico no Veículo;Colisão frontal;pleno dia;garoa/chuvisco;0;1;1
2017-10-20;sexta;319;0.9;Defeito Mecânico no Veículo;Colisão traseira;pleno dia;ceu claro;0;2;1
2017-10-26;quinta;174;885.7;Não guardar distância de segurança;Colisão traseira;pleno dia;chuva;0;1;4
2017-10-28;sábado;174;888.0;Ultrapassagem Indevida;Colisão lateral;anoitecer;ignorado;0;0;1
2017-04-25;terça;174;913.0;Falta de Atenção à Condução;Atropelamento de Pedestre;pleno dia;chuva;0;0;1
2017-11-20;segunda;174;958.0;Restrição de Visibilidade;Colisão traseira;plena noite;ceu claro;1;1;1
2017-11-24;sexta;174;894.0;Ultrapassagem Indevida;Colisão frontal;plena noite;ceu claro;1;3;0
2017-12-04;segunda;174;885.0;Ultrapassagem Indevida;Colisão frontal;plena noite;ceu claro;1;1;1
2017-12-12;terça;174;949.0;Condutor Dormindo;Saída de leito carroçável;plena noite;chuva;0;1;0
2017-12-13;quarta;319;0.9;Falta de Atenção à Condução;Colisão com objeto estático;pleno dia;garoa/chuvisco;0;2;0
2017-12-13;quarta;174;940.0;Falta de Atenção à Condução;Atropelamento de Pedestre;pleno dia;nublado;0;1;1
2017-12-14;quinta;174;888.0;Falta de Atenção à Condução;Engavetamento;pleno dia;nublado;0;4;0
2017-12-21;quinta;174;913.0;Animais na Pista;Atropelamento de Animal;plena noite;ceu claro;0;0;1
2017-12-26;terça;174;924.0;Falta de Atenção à Condução;Saída de leito carroçável;pleno dia;nublado;0;3;1
2018-01-04;quinta;174;889.0;Ultrapassagem Indevida;Colisão frontal;plena noite;nevoeiro/neblina;0;0;5
2018-01-29;segunda;174;939.1;Ultrapassagem Indevida;Saída de leito carroçável;pleno dia;nublado;0;2;3
2018-02-11;domingo;174;889.0;Ingestão de Álcool;Capotamento;pleno dia;ceu claro;0;1;1
2018-02-12;segunda;174;923.5;Falta de Atenção à Condução;Atropelamento de Pedestre;plena noite;ceu claro;0;0;1
2018-02-18;domingo;174;912.0;Ingestão de Álcool;Atropelamento de Pedestre;plena noite;ceu claro;0;0;1
2018-03-04;domingo;174;906.2;Animais na Pista;Atropelamento de Animal;plena noite;nublado;1;0;1
2018-03-10;sábado;174;892.0;Pista Escorregadia;Colisão com objeto estático;pleno dia;chuva;0;0;1
2018-03-10;sábado;174;972.0;Desobediência às normas de trânsito pelo condutor;Colisão traseira;pleno dia;ceu claro;0;3;0
2018-03-18;domingo;174;895.5;Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;Atropelamento de Pedestre;amanhecer;nublado;0;0;1
2018-03-22;quinta;174;895.0;Desobediência às normas de trânsito pelo condutor;Colisão traseira;amanhecer;ceu claro;0;2;4
2018-03-21;quarta;174;916.0;Defeito Mecânico no Veículo;Capotamento;plena noite;ceu claro;0;0;2
2018-04-21;sábado;174;943.9;Ingestão de Álcool;Colisão com objeto estático;plena noite;nublado;0;1;0
2018-04-22;domingo;174;885.0;Ingestão de Álcool;Colisão traseira;amanhecer;nublado;1;1;0
2018-04-22;domingo;174;913.5;Falta de Atenção do Pedestre;Atropelamento de Pedestre;plena noite;nublado;1;3;0
2018-04-24;terça;174;931.0;Pista Escorregadia;Colisão com objeto estático;pleno dia;chuva;0;1;0
2018-04-27;sexta;174;885.0;Desobediência às normas de trânsito pelo condutor;Colisão lateral;pleno dia;ceu claro;0;8;0
2018-04-28;sábado;174;911.0;Objeto estático sobre o leito carroçável;Colisão com objeto estático;plena noite;nublado;0;3;0
2018-05-09;quarta;174;905.0;Desobediência às normas de trânsito pelo condutor;Colisão frontal;anoitecer;nublado;1;1;3
2018-05-10;quinta;174;944.0;Fenômenos da Natureza;Saída de leito carroçável;amanhecer;nevoeiro/neblina;0;0;3
2018-05-14;segunda;174;965.0;Condutor Dormindo;Colisão traseira;amanhecer;chuva;0;4;0
2018-05-20;domingo;174;967.0;Animais na Pista;Atropelamento de Animal;pleno dia;sol;0;0;1
2018-05-17;quinta;174;914.0;Desobediência às normas de trânsito pelo condutor;Colisão frontal;plena noite;nublado;0;2;0
2018-05-18;sexta;174;895.0;Falta de Atenção à Condução;Atropelamento de Pedestre;pleno dia;ceu claro;0;1;1
2018-06-08;sexta;174;955.0;Falta de Atenção à Condução;Saída de leito carroçável;amanhecer;ignorado;0;0;0
2018-06-10;domingo;174;958.1;Objeto estático sobre o leito carroçável;Colisão com objeto estático;plena noite;nublado;0;2;3
2018-06-15;sexta;174;928.3;Falta de Atenção à Condução;Colisão com objeto estático;pleno dia;ceu claro;0;2;0
2018-04-03;terça;174;907.0;Desobediência às normas de trânsito pelo condutor;Colisão lateral;amanhecer;ceu claro;0;0;2
2018-06-23;sábado;174;957.8;Defeito na Via;Saída de leito carroçável;pleno dia;ceu claro;0;0;1
2018-06-25;segunda;174;957.0;Falta de Atenção à Condução;Saída de leito carroçável;pleno dia;chuva;0;1;0
2018-06-30;sábado;174;895.0;Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;Saída de leito carroçável;plena noite;ceu claro;0;1;1
2018-07-01;domingo;174;943.0;Fenômenos da Natureza;Saída de leito carroçável;pleno dia;chuva;0;0;2
2018-07-01;domingo;174;895.0;Falta de Atenção à Condução;Colisão traseira;anoitecer;nublado;0;1;1
2018-07-07;sábado;174;970.0;Pista Escorregadia;Saída de leito carroçável;pleno dia;nublado;0;2;0
2018-01-28;domingo;174;953.0;Falta de Atenção do Pedestre;Atropelamento de Pedestre;plena noite;ceu claro;1;5;0
2018-07-22;domingo;174;956.0;Defeito na Via;Colisão traseira;pleno dia;sol;0;8;2
2018-07-24;terça;174;885.8;Falta de Atenção à Condução;Colisão lateral;pleno dia;ceu claro;1;2;0
2018-07-25;quarta;319;0.4;Não guardar distância de segurança;Colisão traseira;anoitecer;ceu claro;0;2;1
2018-07-28;sábado;174;924.0;Avarias e/ou desgaste excessivo no pneu;Tombamento;pleno dia;ceu claro;0;0;2
2018-08-10;sexta;174;886.0;Ingestão de Álcool;Colisão lateral;plena noite;ceu claro;0;1;1
2018-08-11;sábado;319;0.8;Falta de Atenção à Condução;Tombamento;amanhecer;ceu claro;0;1;1
2018-08-12;domingo;174;924.0;Falta de Atenção à Condução;Colisão transversal;pleno dia;garoa/chuvisco;0;2;0
2018-08-18;sábado;174;901.0;Falta de Atenção à Condução;Colisão lateral;pleno dia;ceu claro;0;2;1
2018-08-29;quarta;319;0.9;Falta de Atenção à Condução;Tombamento;pleno dia;ceu claro;0;0;1
2018-08-29;quarta;174;914.0;Falta de Atenção do Pedestre;Atropelamento de Pedestre;plena noite;nevoeiro/neblina;0;0;1
2018-09-01;sábado;174;948.6;Falta de Atenção à Condução;Colisão lateral;pleno dia;ceu claro;0;6;0
2018-09-02;domingo;174;888.0;Desobediência às normas de trânsito pelo condutor;Saída de leito carroçável;pleno dia;ceu claro;0;2;0
2018-09-11;terça;174;895.0;Desobediência às normas de trânsito pelo condutor;Colisão frontal;pleno dia;ceu claro;0;3;0
2018-09-21;sexta;319;0.9;Falta de Atenção à Condução;Colisão traseira;pleno dia;ceu claro;0;1;0
2018-10-18;quinta;174;927.0;Condutor Dormindo;Saída de leito carroçável;plena noite;ceu claro;0;0;1
2018-10-26;sexta;174;597.0;Defeito na Via;Saída de leito carroçável;plena noite;ceu claro;0;0;3
2018-10-26;sexta;174;957.0;Defeito na Via;Queda de ocupante de veículo;plena noite;ceu claro;0;0;2
2018-10-28;domingo;319;0.9;Falta de Atenção à Condução;Colisão com objeto estático;pleno dia;sol;0;5;0
2018-11-11;domingo;174;948.0;Defeito Mecânico no Veículo;Incêndio;pleno dia;ceu claro;0;2;0
2018-11-29;quinta;174;891.0;Falta de Atenção à Condução;Colisão frontal;pleno dia;nublado;0;1;1
2018-12-04;terça;174;958.0;Defeito Mecânico no Veículo;Incêndio;plena noite;ceu claro;0;1;0
2018-11-18;domingo;174;887.0;Falta de Atenção à Condução;Colisão traseira;pleno dia;nublado;0;3;1
2018-12-22;sábado;174;934.0;Falta de Atenção à Condução;Capotamento;pleno dia;nublado;0;2;2
2019-01-01;terça;174;938.0;Ingestão de Álcool;Saída de leito carroçável;pleno dia;ceu claro;0;1;0
2019-01-16;quarta;174;894.3;Falta de Atenção do Pedestre;Atropelamento de Pedestre;plena noite;ceu claro;1;1;0
2019-01-17;quinta;174;980.0;Falta de Atenção à Condução;Colisão traseira;pleno dia;ignorado;0;1;1
2019-01-27;domingo;174;937.0;Falta de Atenção à Condução;Saída de leito carroçável;pleno dia;chuva;0;0;2
2019-02-28;quinta;174;901.0;Falta de Atenção à Condução;Saída de leito carroçável;pleno dia;nublado;0;1;0
2019-03-14;quinta;174;938.0;Fenômenos da Natureza;Saída de leito carroçável;pleno dia;chuva;0;0;4
2019-04-02;terça;174;947.9;Falta de Atenção à Condução;Danos eventuais;pleno dia;ceu claro;0;3;0
2019-02-27;quarta;174;887.0;Falta de Atenção do Pedestre;Atropelamento de Pedestre;pleno dia;ceu claro;0;3;1
2019-04-09;terça;174;904.0;Falta de Atenção à Condução;Colisão frontal;pleno dia;chuva;0;1;0
2019-04-19;sexta;174;885.2;Falta de Atenção do Pedestre;Atropelamento de Pedestre;plena noite;nublado;1;0;0
2019-04-30;terça;174;908.1;Falta de Atenção à Condução;Danos eventuais;pleno dia;nublado;0;0;0
2019-05-06;segunda;174;910.0;Falta de Atenção à Condução;Capotamento;amanhecer;nublado;0;1;1
2019-05-08;quarta;174;891.0;Falta de Atenção à Condução;Colisão traseira;pleno dia;ceu claro;0;2;0
2019-06-01;sábado;174;895.0;Falta de Atenção à Condução;Saída de leito carroçável;plena noite;nevoeiro/neblina;0;3;0
2019-06-02;domingo;174;932.5;Falta de Atenção à Condução;Colisão com objeto estático;pleno dia;ceu claro;0;6;0
2019-03-05;terça;174;899.4;Pista Escorregadia;Tombamento;pleno dia;chuva;0;0;2
2019-06-30;domingo;174;886.0;Desobediência às normas de trânsito pelo condutor;Colisão lateral;plena noite;ceu claro;0;0;2
2019-07-01;segunda;174;933.3;Desobediência às normas de trânsito pelo pedestre;Atropelamento de Pedestre;plena noite;ceu claro;1;0;0
2019-07-02;terça;174;887.0;Falta de Atenção à Condução;Saída de leito carroçável;plena noite;ceu claro;0;0;1
2019-07-06;sábado;174;975.0;Condutor Dormindo;Saída de leito carroçável;pleno dia;sol;0;0;2
2019-07-19;sexta;174;939.6;Falta de Atenção à Condução;Saída de leito carroçável;plena noite;ceu claro;0;1;2
2019-07-27;sábado;174;898.0;Defeito Mecânico no Veículo;Incêndio;anoitecer;ceu claro;0;0;0
2019-08-04;domingo;174;924.0;Desobediência às normas de trânsito pelo pedestre;Atropelamento de Pedestre;plena noite;nublado;1;0;0
2019-08-10;sábado;174;890.0;Desobediência às normas de trânsito pelo condutor;Colisão frontal;pleno dia;ceu claro;1;1;0
2019-09-03;terça;174;914.0;Fenômenos da Natureza;Colisão com objeto estático;pleno dia;chuva;0;1;0
2019-09-22;domingo;174;887.0;Ingestão de Álcool;Colisão traseira;anoitecer;ceu claro;0;2;0
2019-09-30;segunda;174;894.0;Falta de Atenção à Condução;Colisão com objeto estático;plena noite;ceu claro;0;1;0
2019-10-12;sábado;174;962.2;Velocidade Incompatível;Colisão frontal;pleno dia;ceu claro;0;3;0
2019-10-20;domingo;174;884.9;Ingestão de Álcool;Colisão traseira;pleno dia;garoa/chuvisco;0;2;0
2019-10-29;terça;174;913.9;Avarias e/ou desgaste excessivo no pneu;Colisão com objeto estático;pleno dia;ceu claro;0;0;1
2019-11-01;sexta;174;884.2;Desobediência às normas de trânsito pelo condutor;Colisão transversal;pleno dia;ceu claro;0;1;1
2019-11-08;sexta;174;966.4;Falta de Atenção à Condução;Colisão traseira;pleno dia;chuva;2;2;3
2019-11-09;sábado;174;894.0;Desobediência às normas de trânsito pelo condutor;Saída de leito carroçável;pleno dia;ceu claro;0;0;1
2019-11-13;quarta;174;931.0;Avarias e/ou desgaste excessivo no pneu;Colisão frontal;pleno dia;chuva;0;2;4
2019-11-18;segunda;174;913.0;Defeito Mecânico no Veículo;Incêndio;plena noite;ceu claro;0;1;0
2019-12-06;sexta;174;886.0;Desobediência às normas de trânsito pelo condutor;Colisão transversal;pleno dia;ceu claro;0;1;1
2019-02-24;domingo;174;964.0;Condutor Dormindo;Saída de leito carroçável;amanhecer;ceu claro;0;0;1
2019-12-17;terça;174;954.0;Pista Escorregadia;Saída de leito carroçável;pleno dia;nublado;0;1;0
2019-12-18;quarta;174;897.0;Agressão Externa;Capotamento;anoitecer;ceu claro;0;0;1
2019-12-20;sexta;174;893.0;Defeito Mecânico no Veículo;Tombamento;pleno dia;sol;0;1;0
2019-12-29;domingo;174;949.0;Restrição de Visibilidade;Atropelamento de Pedestre;pleno dia;ceu claro;1;1;0
2020-01-05;domingo;174;972.0;Defeito Mecânico no Veículo;Saída de leito carroçável;pleno dia;sol;0;0;3
2020-01-15;quarta;174;924.9;Falta de Atenção à Condução;Saída de leito carroçável;pleno dia;ceu claro;1;0;0
2020-02-04;terça;174;972.1;Falta de Atenção à Condução;Saída de leito carroçável;anoitecer;ceu claro;0;0;0
2020-02-02;domingo;174;900.0;Desobediência às normas de trânsito pelo condutor;Colisão com objeto estático;pleno dia;ceu claro;0;1;1
2020-02-23;domingo;174;913.1;Ingestão de Álcool;Saída de leito carroçável;anoitecer;ceu claro;0;0;1
2020-03-15;domingo;174;885.0;Ingestão de Álcool;Colisão frontal;plena noite;ceu claro;0;4;0
2020-03-17;terça;174;928.0;Condutor Dormindo;Saída de leito carroçável;pleno dia;nublado;0;0;1
2020-03-15;domingo;174;898.0;Ingestão de Álcool;Saída de leito carroçável;plena noite;ceu claro;0;0;2
2020-03-09;segunda;174;967.0;Condutor Dormindo;Colisão com objeto estático;pleno dia;ceu claro;0;0;0
2020-03-28;sábado;174;887.0;Ingestão de Álcool;Colisão lateral;plena noite;ceu claro;0;1;1
2020-04-04;sábado;174;888.0;Ingestão de Álcool;Colisão frontal;plena noite;nublado;0;2;0
2020-04-02;quinta;174;892.0;Falta de Atenção do Pedestre;Atropelamento de Pedestre;plena noite;ignorado;0;0;1
2020-04-17;sexta;174;913.0;Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;Colisão traseira;plena noite;ceu claro;0;7;0
2020-04-29;quarta;174;915.0;Defeito Mecânico no Veículo;Queda de ocupante de veículo;plena noite;ceu claro;0;0;1
2020-04-21;terça;174;889.0;Falta de Atenção à Condução;Colisão transversal;plena noite;ceu claro;0;2;0
2020-05-25;segunda;174;887.0;Falta de Atenção do Pedestre;Atropelamento de Pedestre;plena noite;ceu claro;0;0;2
2020-05-26;terça;174;910.0;Animais na Pista;Atropelamento de Animal;plena noite;ceu claro;0;3;1
2020-06-04;quinta;174;959.0;Condutor Dormindo;Saída de leito carroçável;plena noite;ceu claro;0;0;3
2020-06-07;domingo;174;916.0;Ingestão de Álcool;Saída de leito carroçável;plena noite;ceu claro;0;0;3
2020-07-02;quinta;174;967.0;Restrição de Visibilidade;Atropelamento de Pedestre;plena noite;nevoeiro/neblina;1;1;0
2020-07-11;sábado;174;944.0;Não guardar distância de segurança;Colisão traseira;anoitecer;chuva;0;1;3
2020-07-12;domingo;174;886.0;Falta de Atenção à Condução;Colisão traseira;pleno dia;ceu claro;0;0;2
2020-07-25;sábado;174;900.0;Falta de Atenção à Condução;Colisão traseira;plena noite;ceu claro;0;0;2
2020-07-31;sexta;174;944.0;Condutor Dormindo;Colisão com objeto estático;plena noite;ceu claro;0;2;0
2020-08-09;domingo;174;885.0;Ingestão de Álcool;Engavetamento;pleno dia;ceu claro;0;8;2
2020-08-18;terça;174;887.0;Desobediência às normas de trânsito pelo condutor;Colisão transversal;pleno dia;ceu claro;0;2;1
